Director with the best selling movies: Herman Yau, with a total gross of 15,824,268,249.00

+--------------------------------------+-----------------+
|personName                            |total_gross      |
|Mark Steven Johnson                   |469,239,881.00   |
|Sam Sullivan                          |468,681,779.00   |
|Tim Gaul                              |468,100,000.00   |
|Steve Day                             |468,100,000.00   |
|Guy Hamilton                          |467,961,997.00   |
|Craig Clyde                           |467,000,000.00   |
|Arthur Hiller                         |466,246,930.00   |
|Soi Cheang                            |465,870,000.00   |
|Craig Gillespie                       |464,414,109.00   |
|Don Lusk                              |464,000,000.00   |
|Ray Patterson                         |464,000,000.00   |
|Gus Van Sant                          |461,893,289.00   |
|Robert Redford                        |461,109,357.00   |
|Sam Harris                            |460,600,000.00   |
|Randall Wallace                       |459,600,000.00   |
|Darren Lynn Bousman                   |458,550,895.00   |
|Destin Daniel Cretton                 |457,798,583.00   |
|Kenji Misumi                          |456,800,000.00   |
|Adam Robitel                          |453,300,000.00   |
|Ryan Staples Scott                    |453,000,000.00   |
|James Algar                           |452,774,000.00   |
|George Roy Hill                       |452,556,181.00   |
|Jean-Pierre Jeunet                    |452,500,000.00   |
|Brian Robbins                         |452,076,805.00   |
|Dean Parisot                          |451,259,961.00   |
|Tony Gilroy                           |447,144,750.00   |
|Blake Edwards                         |446,959,320.00   |
|Christian Berger                      |445,000,000.00   |
|Lloyd Nelson                          |444,718,844.00   |
|Mikael Håfström                       |444,668,020.00   |
|Frank Darabont                        |443,600,000.00   |
|Ben Affleck                           |443,600,000.00   |
|Peter Chelsom                         |442,532,268.00   |
|Suresh Krishna                        |440,000,000.00   |
|Gary Winick                           |439,505,244.00   |
|Henry Joost                           |439,103,185.00   |
|Eric Goldberg                         |436,979,773.00   |
|Hugh Wilson                           |436,581,614.00   |
|Don Bluth                             |436,517,013.00   |
|Marc Lawrence                         |435,700,000.00   |
|Michael Gracey                        |435,000,000.00   |
|Victor Fleming                        |434,398,142.00   |
|Pedro Almodóvar                       |433,709,601.00   |
|Toshio Masuda                         |429,500,000.00   |
|Roman Polanski                        |428,902,679.00   |
|Tate Taylor                           |428,600,000.00   |
|Stephen Frears                        |428,519,573.00   |
|Michael Lembeck                       |426,600,000.00   |
|Adil El Arbi                          |425,615,184.00   |
|Bilall Fallah                         |425,615,184.00   |
|Mark Vargo                            |425,354,588.00   |
|Bruce Beresford                       |425,164,386.00   |
|Kirk Wise                             |425,000,000.00   |
|Daniel Silverberg                     |424,900,000.00   |
|Alex Kurtzman                         |422,600,000.00   |
|Stephen Hopkins                       |422,062,500.00   |
|John Hubley                           |418,000,000.00   |
|Jon Urraza                            |418,000,000.00   |
|Les Mayfield                          |417,016,390.00   |
|Joel Zwick                            |416,800,000.00   |
|Gianluca Ciotta                       |416,000,000.00   |
|Alex Proyas                           |415,100,000.00   |
|Ronette van der Walt                  |414,000,000.00   |
|Joe Kennedy                           |414,000,000.00   |
|Julie Brown                           |413,800,000.00   |
|Lawrence Kasdan                       |410,609,466.00   |
|Michael Thurmeier                     |408,600,000.00   |
|Mike Thurmeier                        |408,600,000.00   |
|David Soren                           |408,100,000.00   |
|Steven Brill                          |407,289,177.00   |
|Jordan Peele                          |404,600,000.00   |
|Larry Leahy                           |404,500,000.00   |
|Steve Miner                           |400,299,520.00   |
|Norman Dawn                           |400,001,928.00   |
|William Campbell                      |400,000,000.00   |
|Shirô Moritani                        |400,000,000.00   |
|Shūe Matsubayashi                     |400,000,000.00   |
|Jun Fukuda                            |400,000,000.00   |
|Ishirō Honda                          |400,000,000.00   |
|Hal Olofsson                          |398,500,000.00   |
|Chen Sicheng                          |397,002,342.00   |
|Patrick Hughes                        |396,729,837.00   |
|Mel Brooks                            |394,900,000.00   |
|Robin Anderson                        |394,300,000.00   |
|Elizabeth Banks                       |393,179,888.00   |
|Hugo Stuven                           |392,908,462.00   |
|Thor Freudenthal                      |392,500,000.00   |
|Tom Davies                            |392,400,000.00   |
|Dany Boon                             |392,300,000.00   |
|Sidney Lumet                          |391,328,647.00   |
|Tom Dey                               |390,400,000.00   |
|Steve Oedekerk                        |390,400,000.00   |
|Ken Kwapis                            |388,900,398.00   |
|Neill Blomkamp                        |388,240,700.00   |
|Philip G. Atwell                      |388,212,318.00   |
|Seckeita Lewis                        |388,000,000.00   |
|Stephen Daldry                        |387,060,000.00   |
|Charlie Watson                        |386,485,771.00   |
|Judy Morris                           |384,300,000.00   |
|Dominic Sena                          |384,300,000.00   |
|Robert Stevenson                      |384,146,772.00   |
|Phil Alden Robinson                   |384,031,986.00   |
|Harold Becker                         |384,031,640.00   |
|Joanna Moore                          |384,000,000.00   |
|Robert Altman                         |383,967,673.00   |
|Brian Fee                             |383,900,000.00   |
|John Hamburg                          |382,745,724.00   |
|Albert Hughes                         |382,307,755.00   |
|Terry Gilliam                         |381,287,607.00   |
|Tom Tykwer                            |378,684,399.00   |
|John Pasquin                          |376,377,316.00   |
|Rick Kelly                            |374,400,000.00   |
|Mike Gabriel                          |374,011,234.00   |
|George Clooney                        |373,799,492.00   |
|Rodney Rothman                        |372,641,345.00   |
|Sam Fell                              |372,000,000.00   |
|Michel Gondry                         |371,623,640.00   |
|Marco Schnabel                        |371,300,000.00   |
|Bob Persichetti                       |370,600,000.00   |
|Vishnuvardhan                         |370,000,000.00   |
|Jon Avnet                             |369,978,300.00   |
|David Bowers                          |367,600,000.00   |
|Pierre Morel                          |367,226,594.00   |
|Andrew Yorke                          |367,000,000.00   |
|Kevin Michael                         |367,000,000.00   |
|Kirk Jones                            |366,943,899.00   |
|Stephen Gaghan                        |366,539,115.00   |
|Corin Hardy                           |365,600,000.00   |
|Michael E. Steele                     |364,780,700.00   |
|Oliver Herbrich                       |364,000,000.00   |
|Scott Frank                           |363,771,181.00   |
|Michael Ritchie                       |363,170,633.00   |
|William Roberts                       |362,820,000.00   |
|John Hughes                           |362,625,171.00   |
|Scott Moore                           |362,600,000.00   |
|Ray Comfort                           |362,600,000.00   |
|Jon Lucas                             |362,600,000.00   |
|Frank Marshall                        |362,400,000.00   |
|Marcus Koch                           |362,000,000.00   |
|Makoto Shinkai                        |361,000,000.00   |
|Nick Nevern                           |360,000,000.00   |
|Don McBrearty                         |360,000,000.00   |
|Florian Henckel von Donnersmarck      |359,200,000.00   |
|Alan Parker                           |359,095,256.00   |
|James Wong                            |359,069,690.00   |
|Hark Tsui                             |358,556,305.00   |
|Josh Boone                            |354,734,831.00   |
|Steven Quale                          |354,700,000.00   |
|Vic Armstrong                         |353,600,000.00   |
|Penelope Spheeris                     |353,448,642.00   |
|Massimo Dallamano                     |353,000,000.00   |
|Fergal Reilly                         |352,333,929.00   |
|Clay Kaytis                           |352,333,929.00   |
|Paul Satterfield                      |350,700,000.00   |
|Peter Timm                            |350,000,000.00   |
|Jason Roberts                         |349,800,000.00   |
|Daniel Touron de Alba                 |349,000,000.00   |
|John Whitesell                        |348,587,211.00   |
|Peter Lord                            |348,224,350.00   |
|Glenn Ficarra                         |347,600,000.00   |
|John Requa                            |347,600,000.00   |
|Gary Rieck                            |347,512,318.00   |
|Joel Kramer                           |347,300,000.00   |
|Scott J. Ateah                        |347,200,000.00   |
|Michael Moore                         |347,007,268.00   |
|David P. Smith                        |346,800,000.00   |
|Paul Dugdale                          |345,700,000.00   |
|Newt Arnold                           |345,375,194.00   |
|Rasmus Råsmark                        |344,000,000.00   |
|Albin Pettersson                      |344,000,000.00   |
